"Selected option is unavailable","De valgte kombinationer er ikke mulige"
"Invalid type.","Ugyldig type."
"Frame dimensions","Karmmål"
"This drawing is indicative and seen from the outside.","Denne tegningen er veiledende og sett utenfra."
"All measurements are frame measurements.","Alle mål er karmmål."
"Read more <a href=""%1"" target=""_blank"">here.</a>","Les mer <a href=""%1"" target=""_blank"">her.</a>"
